keyword,image_url,house_url,price,bedroom_s_,bathroom_s_,square_feet,status,address
Manhattan New York NY,https://photos.zillowstatic.com/fp/c4f2837bf139c84e71bc07a7be3afb1f-p_e.jpg,https://www.zillow.com/homedetails/252-Broome-St-APT-8-New-York-NY-10002/2106161402_zpid/,"$3,875/mo",2,1,null,Apartment for rent,"252 Broome St APT 8, New York, NY 10002"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/405faa775be370ef72624b8190898171-p_e.jpg,https://www.zillow.com/homedetails/1437-83rd-St-Brooklyn-NY-11228/30709870_zpid/,"$1,600/mo",1,1,null,Apartment for rent,"1437 83rd St, Brooklyn, NY 11228"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/98efbec5c51b9226a99b685ea91d3aef-p_e.jpg,https://www.zillow.com/homedetails/103-Cambridge-Pl-Brooklyn-NY-11238/30613837_zpid/,"$3,200/mo",1,1,null,Townhouse for rent,"103 Cambridge Pl, Brooklyn, NY 11238"
Queens New York NY,https://photos.zillowstatic.com/fp/794a1bfda3974d3e1ba8c03142718662-p_e.jpg,https://www.zillow.com/homedetails/21-62-Crescent-St-E1-Astoria-NY-11105/2058734216_zpid/,"$2,025/mo",1,1,null,Apartment for rent,"21-62 Crescent St #E1, Astoria, NY 11105"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/fa47c43ac305ef3e634dc05ede3a22a3-p_e.jpg,https://www.zillow.com/homedetails/135-S-1st-St-Brooklyn-NY-11249/30618992_zpid/,"$6,000/mo",2,2,null,Apartment for rent,"135 S 1st St, Brooklyn, NY 11249"
Bronx New York NY,None,https://www.zillow.com/homedetails/Bronx-NY-10461/29816901_zpid/,"$2,275/mo",1,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10461"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/370a3a4f75e67f407c9e61c3494480a8-p_e.jpg,https://www.zillow.com/homedetails/221-Schenectady-Ave-1F-Brooklyn-NY-11213/2059926133_zpid/,"$2,349/mo",1,1,1000,Apartment for rent,"221 Schenectady Ave #1F, Brooklyn, NY 11213"
Manhattan New York NY,https://photos.zillowstatic.com/fp/e307a772b446349ca90c7a6e85db7e61-p_e.jpg,https://www.zillow.com/b/417-w-57th-st-new-york-ny-3J8D/,"$3,995+",1,null,null,For Rent,"417 E 57th St, New York, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/57c9fb0762a018c0c147a7d36affc658-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10462/29813088_zpid/,"$3,446/mo",4,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10462"
Queens New York NY,https://photos.zillowstatic.com/fp/863c527f8847be3b582a45414cf5a8c6-p_e.jpg,https://www.zillow.com/homedetails/32-21-Crescent-St-1-Astoria-NY-11106/2058927138_zpid/,"$2,800/mo",1,1,null,Apartment for rent,"32-21 Crescent St #1, Astoria, NY 11106"
Bronx New York NY,https://photos.zillowstatic.com/fp/a4cd8f853e9edf5a8ab57f3ac44a4f14-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10466/2058868423_zpid/,"$4,194/mo",5,1.5,10,House for rent,"(undisclosed Address), Bronx, NY 10466"
Bronx New York NY,https://photos.zillowstatic.com/fp/87a20431f350708934a65b52367520a3-p_e.jpg,https://www.zillow.com/homedetails/912-Bryant-Ave-2-Bronx-NY-10474/2058462095_zpid/,"$3,400/mo",4,1,null,Apartment for rent,"912 Bryant Ave #2, Bronx, NY 10474"
Bronx New York NY,https://photos.zillowstatic.com/fp/b9b6fd063f57316e6feb8dc198c08748-p_e.jpg,https://www.zillow.com/homedetails/816-E-228th-St-4-Bronx-NY-10466/2058502633_zpid/,"$3,025/mo",3,1,null,Apartment for rent,"816 E 228th St #4, Bronx, NY 10466"
Bronx New York NY,https://photos.zillowstatic.com/fp/26a6b2a4d423cf32d78b0967b886283c-p_e.jpg,https://www.zillow.com/homedetails/1067-Anderson-Ave-7-Bronx-NY-10452/2058487531_zpid/,"$3,000/mo",3,1,null,Apartment for rent,"1067 Anderson Ave #7, Bronx, NY 10452"
Bronx New York NY,https://photos.zillowstatic.com/fp/cee226a45874c2e2779cf0c3a0b185ac-p_e.jpg,https://www.zillow.com/homedetails/308-E-176th-St-Bronx-NY-10457/55540948_zpid/,"$2,700/mo",3,1,800,Apartment for rent,"308 E 176th St, Bronx, NY 10457"
Queens New York NY,https://photos.zillowstatic.com/fp/729647862d88f8feb9ed6215535b8786-p_e.jpg,https://www.zillow.com/b/84-92-127th-st-kew-gardens-ny-Bd5Dwd/,"$2,800+",2,null,null,For Rent,"84-92 127th St, Kew Gardens, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/0554686d0f90f4c20e03f0b532926e66-p_e.jpg,https://www.zillow.com/homedetails/2967-Perry-Ave-5-Bronx-NY-10458/2058487586_zpid/,"$3,000/mo",3,1,null,Apartment for rent,"2967 Perry Ave #5, Bronx, NY 10458"
Manhattan New York NY,https://photos.zillowstatic.com/fp/03df7197db84bb860e8f5e4be9f9d156-p_e.jpg,https://www.zillow.com/homedetails/88-2nd-Ave-APT-1-New-York-NY-10003/2108680658_zpid/,"$3,650/mo",2,1,null,Apartment for rent,"88 2nd Ave APT 1, New York, NY 10003"
Bronx New York NY,https://photos.zillowstatic.com/fp/e917551230100d30850b464af529dbe8-p_e.jpg,https://www.zillow.com/b/3359-seymour-ave-bronx-ny-97TvHJ/,"$3,084+",3,null,null,For Rent,"3359 Seymour Ave, Bronx, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/2a57261453241c151308ea4ee34ebc48-p_e.jpg,https://www.zillow.com/homedetails/4427-White-Plains-Rd-6-Bronx-NY-10470/2058487475_zpid/,"$3,025/mo",3,1,null,Apartment for rent,"4427 White Plains Rd #6, Bronx, NY 10470"
Bronx New York NY,https://photos.zillowstatic.com/fp/2e4789d20cf1807ccb929d18ee6b76b8-p_e.jpg,https://www.zillow.com/homedetails/916-E-231st-St-FLOOR-3-Bronx-NY-10466/2058739224_zpid/,"$3,200/mo",3,1,1000,Apartment for rent,"916 E 231st St FLOOR 3, Bronx, NY 10466"
Queens New York NY,https://photos.zillowstatic.com/fp/4d1ac515b53dca75118446a0b3eda5d1-p_e.jpg,https://www.zillow.com/homedetails/56-20-Remsen-Pl-B-Maspeth-NY-11378/2059926117_zpid/,"$1,950/mo",1,1,620,Apartment for rent,"56-20 Remsen Pl #B, Maspeth, NY 11378"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/010b1a52e9c6e0d073a107b922771a69-p_e.jpg,https://www.zillow.com/homedetails/595-Metropolitan-Ave-E19-Brooklyn-NY-11211/2058453652_zpid/,"$4,240/mo",2,1,null,Apartment for rent,"595 Metropolitan Ave #E19, Brooklyn, NY 11211"
Manhattan New York NY,https://photos.zillowstatic.com/fp/3ab3d67f24917b5f76a57a12843072db-p_e.jpg,https://www.zillow.com/homedetails/130-Allen-St-APT-8-New-York-NY-10002/2116226903_zpid/,"$3,595/mo",2,1,null,Apartment for rent,"130 Allen St APT 8, New York, NY 10002"
Bronx New York NY,https://photos.zillowstatic.com/fp/dad39c6ac74638aec6a2f85d7f75741c-p_e.jpg,https://www.zillow.com/homedetails/3336-Bronx-Blvd-6-Bronx-NY-10467/2058489511_zpid/,"$3,050/mo",3,1,null,Apartment for rent,"3336 Bronx Blvd #6, Bronx, NY 10467"
Queens New York NY,https://photos.zillowstatic.com/fp/c98cb6359428176fad840ffea90903b1-p_e.jpg,https://www.zillow.com/homedetails/14-33-31st-Ave-1E-Astoria-NY-11106/2077519897_zpid/,"$2,600/mo",1,1,500,Apartment for rent,"14-33 31st Ave #1E, Astoria, NY 11106"
Queens New York NY,https://photos.zillowstatic.com/fp/32e09c62ea2f0e5fbb1c423d0a1748da-p_e.jpg,"https://www.zillow.com/b/32-12-58th-St-Woodside-NY/40.755356,-73.903465_ll/","$2,500+",2,null,null,For Rent,"32-12 58th St, Woodside, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/a8bdfea0b340cc4d0d323e3b09d105f0-p_e.jpg,https://www.zillow.com/homedetails/69-Carlton-Ave-A-Brooklyn-NY-11205/2058451091_zpid/,"$3,995/mo",2,2,null,Apartment for rent,"69 Carlton Ave #A, Brooklyn, NY 11205"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/c06bdbae7a85e9e6b53799f0d8cf0e47-p_e.jpg,https://www.zillow.com/homedetails/1282-Bushwick-Ave-3D-Brooklyn-NY-11207/2058444055_zpid/,"$2,800/mo",3,1,null,Apartment for rent,"1282 Bushwick Ave #3D, Brooklyn, NY 11207"
Manhattan New York NY,https://photos.zillowstatic.com/fp/0cb5b96aff9a777ba7c3a9f121d5c5a4-p_e.jpg,https://www.zillow.com/b/1382-1st-ave-new-york-ny-2DxN/,"$2,700+",1,null,null,For Rent,"1382 1st Ave, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/7fb5c8542a30291b41e0906b33d49226-p_e.jpg,https://www.zillow.com/b/1440-ocean-pkwy-brooklyn-ny-4q5R/,"$1,700+",1,null,null,For Rent,"1440 Ocean Pkwy, Brooklyn, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/b27366149b8f48283caefc4abb1581fe-p_e.jpg,https://www.zillow.com/homedetails/203-Van-Buren-St-1J-Brooklyn-NY-11221/2058450337_zpid/,"$6,399/mo",4,3,2500,Apartment for rent,"203 Van Buren St #1J, Brooklyn, NY 11221"
Manhattan New York NY,https://photos.zillowstatic.com/fp/b7cd26bc649637e37ada2fa81dab4d21-p_e.jpg,https://www.zillow.com/b/455-10th-ave-new-york-ny-5gjyQM/,"$3,790+",0,null,null,For Rent,"455 10th Ave, New York, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/c1fab15a8993dcf69e7ea44d689cb772-p_e.jpg,https://www.zillow.com/homedetails/26-20-9th-St-3F-Astoria-NY-11102/2068655887_zpid/,"$2,299/mo",1,1,680,Apartment for rent,"26-20 9th St #3F, Astoria, NY 11102"
Bronx New York NY,https://photos.zillowstatic.com/fp/6b0214058f6385cfda99c20ff05d665e-p_e.jpg,https://www.zillow.com/homedetails/1729-Colden-Ave-5-Bronx-NY-10462/2058487667_zpid/,"$3,100/mo",3,1,null,Apartment for rent,"1729 Colden Ave #5, Bronx, NY 10462"
Queens New York NY,https://photos.zillowstatic.com/fp/522daf3e9a12465909aef260cecb8d36-p_e.jpg,https://www.zillow.com/homedetails/5203-Center-Blvd-1807-Long-Island-City-NY-11101/2066622707_zpid/,"$5,660/mo",2,2,null,Apartment for rent,"5203 Center Blvd #1807, Long Island City, NY 11101"
Manhattan New York NY,https://photos.zillowstatic.com/fp/073f70ec29337a5d4f84fd7f0f1d4a77-p_e.jpg,https://www.zillow.com/homedetails/117-Henry-St-APT-10-New-York-NY-10002/2111003528_zpid/,"$2,400/mo",1,1,null,Apartment for rent,"117 Henry St APT 10, New York, NY 10002"
Queens New York NY,https://photos.zillowstatic.com/fp/927b87ab1c89b6d6a9dcab18dedf5d78-p_e.jpg,"https://www.zillow.com/b/90-02-Queens-Blvd-Elmhurst-NY/40.73381,-73.87264_ll/","$2,500+",1,null,null,For Rent,"90-02 Queens Blvd, Elmhurst, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/cf8c6edcaf63ef231919ae8b1d4b240d-p_e.jpg,https://www.zillow.com/homedetails/21-41-49th-St-1BB-Astoria-NY-11105/2058486408_zpid/,"$1,800/mo",1,1,null,Apartment for rent,"21-41 49th St #1BB, Astoria, NY 11105"
Bronx New York NY,https://photos.zillowstatic.com/fp/826bc151fde6e800dc17c8827d25b32b-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10468/2058451615_zpid/,"$2,595/mo",3,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10468"
Bronx New York NY,https://photos.zillowstatic.com/fp/c738a31390443380c8e724d27bf1f3d5-p_e.jpg,https://www.zillow.com/b/1820-pilgrim-ave-bronx-ny-2m7Y/,"$2,650+",3,null,null,For Rent,"1820 Pilgrim Ave, Bronx, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/cc9dd537887224fbc05a1603050ca50e-p_e.jpg,https://www.zillow.com/homedetails/935-E-216th-St-3-Bronx-NY-10469/2077493117_zpid/,"$2,700/mo",2,1,800,Apartment for rent,"935 E 216th St #3, Bronx, NY 10469"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/c470feeeff77e6fc9f90c4e56d081e07-p_e.jpg,https://www.zillow.com/homedetails/240-Meeker-Ave-APT-35-Brooklyn-NY-11211/2093997076_zpid/,"$2,999/mo",0,1,null,Apartment for rent,"240 Meeker Ave APT 35, Brooklyn, NY 11211"
Bronx New York NY,https://photos.zillowstatic.com/fp/41903e771ae9960361a6fbf46d15a3bb-p_e.jpg,https://www.zillow.com/homedetails/639-Manida-St-1F-Bronx-NY-10474/2058739266_zpid/,"$2,400/mo",1,1,550,Apartment for rent,"639 Manida St #1F, Bronx, NY 10474"
Queens New York NY,https://photos.zillowstatic.com/fp/577f092c9abaedb50adb2c103e358978-p_e.jpg,https://www.zillow.com/homedetails/35-25-34th-St-B42-Astoria-NY-11106/2058730915_zpid/,"$2,395/mo",1,1,null,Apartment for rent,"35-25 34th St #B42, Astoria, NY 11106"
Queens New York NY,https://photos.zillowstatic.com/fp/1bc6c5a00912f4de6abbda45bb5978b5-p_e.jpg,https://www.zillow.com/homedetails/6405-Yellowstone-Blvd-APT-414A-Forest-Hills-NY-11375/2132924681_zpid/,"$2,300/mo",0,1,728,Apartment for rent,"6405 Yellowstone Blvd APT 414A, Forest Hills, NY 11375"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/d5605328a9560203171dcd6fb31b702a-p_e.jpg,"https://www.zillow.com/b/Brooklyn-NY/40.64903,-74.003006_ll/","$2,495+",1,null,null,For Rent,"4024 6th Ave, Brooklyn, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/118613184982af5f8336f521b407a381-p_e.jpg,https://www.zillow.com/b/7230-67th-st-ridgewood-ny-97gjz2/,"$2,700+",2,null,null,For Rent,"72-30 67th St, Ridgewood, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/d467941274d14b1a622899fff6d1fd4a-p_e.jpg,https://www.zillow.com/homedetails/27-Monroe-St-APT-14-New-York-NY-10002/2093839586_zpid/,"$2,700/mo",2,1,null,Apartment for rent,"27 Monroe St APT 14, New York, NY 10002"
Bronx New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.826942443847656,-73.81954956054688&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=WUJtBzWJadG8QmywW2wlV6sF-HA=",https://www.zillow.com/b/3006-randall-ave-bronx-ny-34V2/,"$1,650+",0,null,null,For Rent,"3006 Randall Ave, Bronx, NY"
Bronx New York NY,None,https://www.zillow.com/homedetails/Bronx-NY-10461/2098733429_zpid/,"$2,500/mo",3,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10461"
Bronx New York NY,https://photos.zillowstatic.com/fp/437a27381c273bd839bdc8f558773ab1-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10469/2058824499_zpid/,"$3,000/mo",3,1,1000,Apartment for rent,"(undisclosed Address), Bronx, NY 10469"
Manhattan New York NY,https://photos.zillowstatic.com/fp/a3461352ccbc7dd2a52b915d27ad7591-p_e.jpg,https://www.zillow.com/homedetails/5-Tudor-City-Pl-APT-216-New-York-NY-10017/72539387_zpid/,"$2,400/mo",0,1,null,Apartment for rent,"5 Tudor City Pl APT 216, New York, NY 10017"
Queens New York NY,https://photos.zillowstatic.com/fp/ab4f1a3eeebdfb0062dee5aebee3fa4b-p_e.jpg,https://www.zillow.com/homedetails/2330-Broadway-3-Astoria-NY-11106/2088595422_zpid/,"$2,200/mo",1,1,null,Apartment for rent,"2330 Broadway #3, Astoria, NY 11106"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/0f1c8ec795bb0d444ce4add56f092c5f-p_e.jpg,https://www.zillow.com/homedetails/704-Grand-St-APT-3F-Brooklyn-NY-11211/2089132591_zpid/,"$3,599/mo",3,1,null,Apartment for rent,"704 Grand St APT 3F, Brooklyn, NY 11211"
Queens New York NY,https://photos.zillowstatic.com/fp/ee1335f4b2647d417dd9f40ebc6fbe7a-p_e.jpg,https://www.zillow.com/homedetails/13101-40th-Rd-15K-Flushing-NY-11354/300306466_zpid/,"$2,750/mo",1,1,null,Apartment for rent,"13101 40th Rd #15K, Flushing, NY 11354"
Bronx New York NY,https://photos.zillowstatic.com/fp/98ab493a052ab41197a6d34cf9d18305-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10473/29791389_zpid/,"$3,200/mo",3,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10473"
Bronx New York NY,https://photos.zillowstatic.com/fp/5645b0758563802de40ae25b8280bdd5-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10461/2069240998_zpid/,"$1,700/mo",1,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10461"
Manhattan New York NY,https://photos.zillowstatic.com/fp/f0b4a842e5dabd210494ce98d7bab363-p_e.jpg,https://www.zillow.com/homedetails/460-2nd-Ave-APT-3B-New-York-NY-10016/2092872076_zpid/,"$3,610/mo",0,1,498,Apartment for rent,"460 2nd Ave APT 3B, New York, NY 10016"
Bronx New York NY,https://photos.zillowstatic.com/fp/a501810d759f8b33d9d409709c36a55c-p_e.jpg,https://www.zillow.com/homedetails/4118-Boyd-Ave-3-Bronx-NY-10466/2064310346_zpid/,"$3,200/mo",3,2,2935,Apartment for rent,"4118 Boyd Ave #3, Bronx, NY 10466"
Queens New York NY,https://photos.zillowstatic.com/fp/9a06a45b4dbfa7b7bce18e832707ef21-p_e.jpg,https://www.zillow.com/homedetails/71-10-Grand-Ave-2-Maspeth-NY-11378/2058832528_zpid/,"$1,850/mo",1,1,null,Apartment for rent,"71-10 Grand Ave #2, Maspeth, NY 11378"
Bronx New York NY,https://photos.zillowstatic.com/fp/7404deaa53204cec16c0fee9663a40fa-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10466/2058884115_zpid/,"$4,510/mo",6,1.5,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10466"
Queens New York NY,https://photos.zillowstatic.com/fp/511883c53e7602e8ae499d30fa68b77e-p_e.jpg,https://www.zillow.com/homedetails/36-37-31st-St-4F-Astoria-NY-11106/2068372929_zpid/,"$3,000/mo",1,1,null,Apartment for rent,"36-37 31st St #4F, Astoria, NY 11106"
Queens New York NY,https://photos.zillowstatic.com/fp/9969e985f5f17f15754c3f1d01a43fd1-p_e.jpg,https://www.zillow.com/homedetails/21100-46-101st-St-101-Corona-NY-11368/2058834102_zpid/,"$2,850/mo",2,2,1150,Townhouse for rent,"21100-46 101st St #101, Corona, NY 11368"
Bronx New York NY,https://photos.zillowstatic.com/fp/a94e9317bb1a4d98896bed48c885a75a-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10469/2058738832_zpid/,"$2,700/mo",3,1,null,Apartment for rent,"(undisclosed Address), Bronx, NY 10469"
Queens New York NY,https://photos.zillowstatic.com/fp/154f6643c3e634502f651444ad9ee4a3-p_e.jpg,https://www.zillow.com/homedetails/30-42-30th-St-2L-Astoria-NY-11102/2065547540_zpid/,"$3,300/mo",3,1,850,Apartment for rent,"30-42 30th St #2L, Astoria, NY 11102"
Queens New York NY,https://photos.zillowstatic.com/fp/3f705de363b4d153a60a26d6500079af-p_e.jpg,https://www.zillow.com/b/214-50th-ave-long-island-city-ny-5YCmTv/,"$3,124+",0,null,null,For Rent,"214 50th Ave, Long Island City, NY"
Manhattan New York NY,https://photos.zillowstatic.com/fp/52c8433c84fe003bca5b56e4d65bc2bd-p_e.jpg,https://www.zillow.com/homedetails/288-Lexington-Ave-APT-5D-New-York-NY-10016/114407691_zpid/,"$2,850/mo",0,1,null,Apartment for rent,"288 Lexington Ave APT 5D, New York, NY 10016"
Queens New York NY,https://photos.zillowstatic.com/fp/8d335864653d3340ed916c10c90ee69a-p_e.jpg,https://www.zillow.com/homedetails/43-18-39th-Pl-28A-Sunnyside-NY-11104/2058468129_zpid/,"$2,600/mo",2,1,null,Apartment for rent,"43-18 39th Pl #28A, Sunnyside, NY 11104"
Queens New York NY,https://photos.zillowstatic.com/fp/4d168e208dcf7c5bba9742267e8cc51f-p_e.jpg,https://www.zillow.com/homedetails/43-23-165th-St-2G-Flushing-NY-11358/2058874353_zpid/,"$1,750/mo",1,1,null,Apartment for rent,"43-23 165th St #2G, Flushing, NY 11358"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/dfab8fcde47f9f47eedd24928a787848-p_e.jpg,https://www.zillow.com/homedetails/930-President-St-APT-3-Brooklyn-NY-11215/2109718167_zpid/,"$4,500/mo",1,1,800,Apartment for rent,"930 President St APT 3, Brooklyn, NY 11215"
Manhattan New York NY,https://photos.zillowstatic.com/fp/7cb0126d1afd10463846e9f9ba4e872b-p_e.jpg,https://www.zillow.com/homedetails/320-E-46th-St-APT-31E-New-York-NY-10017/2080816624_zpid/,"$5,995/mo",2,2,null,Apartment for rent,"320 E 46th St APT 31E, New York, NY 10017"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/5d60b5728691c98d0098d312fc225e6f-p_e.jpg,https://www.zillow.com/homedetails/162-Woodruff-Ave-4H-Brooklyn-NY-11226/2076777728_zpid/,"$2,899/mo",3,1,null,Apartment for rent,"162 Woodruff Ave #4H, Brooklyn, NY 11226"
Queens New York NY,https://photos.zillowstatic.com/fp/07331a5ad7d4cb81f2391f80aeb2ab69-p_e.jpg,https://www.zillow.com/homedetails/42-20-24th-St-22A-Long-Island-City-NY-11101/2058926876_zpid/,"$4,175/mo",1,1,695,Apartment for rent,"42-20 24th St #22A, Long Island City, NY 11101"
Bronx New York NY,https://photos.zillowstatic.com/fp/3aec2cca49d252831c134b8521e93aeb-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10472/2058807765_zpid/,"$3,100/mo",3,1,950,Apartment for rent,"(undisclosed Address), Bronx, NY 10472"
Manhattan New York NY,https://photos.zillowstatic.com/fp/1506ed793ac016bc0aea31e18bc8281b-p_e.jpg,https://www.zillow.com/b/128-2nd-ave-new-york-ny-3DbZ/,"$4,000+",1,null,null,For Rent,"128 2nd Ave, New York, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/c491fd9f058710468bc19720df99fd16-p_e.jpg,https://www.zillow.com/b/114-troutman-st-brooklyn-ny-3rvx/,"$4,099+",2,null,null,For Rent,"114 Troutman St, Brooklyn, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/dd3919ba02daa8f278bbd22b3d5ac4a5-p_e.jpg,https://www.zillow.com/homedetails/16-Gunther-Pl-1-Brooklyn-NY-11233/2065429350_zpid/,"$3,250/mo",3,1,null,Apartment for rent,"16 Gunther Pl #1, Brooklyn, NY 11233"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/dfa9bd50c016ea254fee31de0397f782-p_e.jpg,https://www.zillow.com/homedetails/42-Wilson-Ave-3A-Brooklyn-NY-11237/2100388339_zpid/,"$2,750/mo",2,1,1000,Apartment for rent,"42 Wilson Ave #3A, Brooklyn, NY 11237"
Bronx New York NY,https://photos.zillowstatic.com/fp/5e02ad231f0103a154145b68f8d6f05e-p_e.jpg,https://www.zillow.com/homedetails/Bronx-NY-10461/2058729916_zpid/,"$1,800/mo",1,1,750,Apartment for rent,"(undisclosed Address), Bronx, NY 10461"
Queens New York NY,https://photos.zillowstatic.com/fp/363ed8e31f37f5fc9ef2d254328c606f-p_e.jpg,https://www.zillow.com/homedetails/142-163rd-Ave-1-Howard-Beach-NY-11414/2058726774_zpid/,"$2,999/mo",3,1.5,null,Apartment for rent,"142 163rd Ave #1, Howard Beach, NY 11414"
Bronx New York NY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.83859634399414,-73.8365707397461&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=H-Mzl75D5a8IDq5hK_3Arsedj_8=",https://www.zillow.com/homedetails/1404-Edwards-Ave-Bronx-NY-10461/29842185_zpid/,"$3,000/mo",3,1,null,Apartment for rent,"1404 Edwards Ave, Bronx, NY 10461"
Queens New York NY,https://photos.zillowstatic.com/fp/91229bbf32356911381ae827d7a03b12-p_e.jpg,https://www.zillow.com/homedetails/23-16-99th-St-1F-East-Elmhurst-NY-11369/2058829533_zpid/,"$3,450/mo",3,2,null,Apartment for rent,"23-16 99th St #1F, East Elmhurst, NY 11369"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/7b9b6ac3bd51d64a72561d2806278f4b-p_e.jpg,https://www.zillow.com/homedetails/113-S-6th-St-APT-5B-Brooklyn-NY-11249/2107282596_zpid/,"$3,650/mo",1,1,null,Apartment for rent,"113 S 6th St APT 5B, Brooklyn, NY 11249"
Manhattan New York NY,https://photos.zillowstatic.com/fp/39898aa54e479d6cbace02cd70370820-p_e.jpg,https://www.zillow.com/homedetails/123-E-83rd-St-APT-2C-New-York-NY-10028/2058444007_zpid/,"$4,250/mo",2,2,null,Apartment for rent,"123 E 83rd St APT 2C, New York, NY 10028"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/8822a2b9989ac34bd40eb5045cfbd2eb-p_e.jpg,https://www.zillow.com/b/5603-2nd-ave-brooklyn-ny-3J4n/,"$3,200+",2,null,null,For Rent,"5603 2nd Ave, Brooklyn, NY"
Bronx New York NY,https://photos.zillowstatic.com/fp/08e15d18c9e91f2e8bdb9588acce834d-p_e.jpg,https://www.zillow.com/b/2948-throop-ave-bronx-ny-2r5N/,"$3,084+",3,null,null,For Rent,"2948 Throop Ave, Bronx, NY"
Queens New York NY,https://photos.zillowstatic.com/fp/5b2871764585a2c08db5e3526466e847-p_e.jpg,https://www.zillow.com/homedetails/Flushing-NY-11354/32033206_zpid/,"$3,000/mo",3,2,null,Apartment for rent,"(undisclosed Address), Flushing, NY 11354"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/f93a071c28dff2963d9de85ae87335af-p_e.jpg,https://www.zillow.com/homedetails/421-S-5th-St-APT-2-Brooklyn-NY-11211/2081056180_zpid/,"$3,850/mo",3,1.5,null,Apartment for rent,"421 S 5th St APT 2, Brooklyn, NY 11211"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/48f0868f2fb88de7be9c19988d047183-p_e.jpg,https://www.zillow.com/homedetails/100-Marcus-Garvey-Blvd-3-Brooklyn-NY-11206/2060784185_zpid/,"$3,300/mo",4,2,null,Apartment for rent,"100 Marcus Garvey Blvd #3, Brooklyn, NY 11206"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/30df2e83c43dc03f816d73d8bdfd370f-p_e.jpg,https://www.zillow.com/homedetails/1886-Eastern-Pkwy-2RR-Brooklyn-NY-11233/2083876793_zpid/,"$2,000/mo",0,1,null,Apartment for rent,"1886 Eastern Pkwy #2RR, Brooklyn, NY 11233"
Queens New York NY,https://photos.zillowstatic.com/fp/78c71d9d9e71ad52b3110fe8be531926-p_e.jpg,https://www.zillow.com/b/27-17-42nd-rd-long-island-city-ny-BT6gJC/,"$3,700+",1,null,null,For Rent,"27-17 42nd Rd, Long Island City, NY"
Brooklyn New York NY,https://photos.zillowstatic.com/fp/57b88ff522f7d4ebfda8b2fa1a24a4a1-p_e.jpg,https://www.zillow.com/homedetails/291-Devoe-St-APT-2A-Brooklyn-NY-11211/112078103_zpid/,"$3,600/mo",1,1,676,Apartment for rent,"291 Devoe St APT 2A, Brooklyn, NY 11211"
